,Unnamed: 0,Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Holiday
1975,1975,2011-09-24,DTW,19,14,9,12,11,8,93,78,63,1019,1017,1016,16,13,6,24,8,27.0,0.00,6,,104,0.0
1976,1976,2011-09-25,DTW,24,18,12,17,14,11,93,81,68,1018,1016,1012,16,9,2,21,7,26.0,T,6,,63,0.0
1977,1977,2011-09-26,DTW,23,18,13,18,16,12,93,80,66,1012,1009,1007,16,11,3,35,10,56.0,21.59,7,Rain-Thunderstorm,112,1.0
1978,1978,2011-09-27,DTW,21,16,10,14,11,9,93,71,49,1011,1011,1010,16,13,5,37,10,37.0,2.54,6,Rain,145,0.0
1979,1979,2011-09-28,DTW,18,16,12,13,12,11,93,83,72,1010,1009,1008,16,11,4,29,8,45.0,1.78,7,Rain,162,0.0
1980,1980,2011-09-29,DTW,19,16,12,14,12,10,93,80,67,1008,1005,1000,16,7,1,29,15,39.0,5.84,8,Rain,213,1.0
1981,1981,2011-09-30,DTW,13,9,6,11,7,2,93,77,61,1014,1005,999,16,14,3,50,23,61.0,2.03,8,Rain,275,0.0
1982,1982,2011-10-01,DTW,13,9,6,6,3,1,89,68,46,1022,1018,1013,16,15,10,45,24,58.0,0.25,7,Rain,334,0.0
1983,1983,2011-10-02,DTW,17,11,4,6,2,-2,85,56,27,1021,1020,1017,16,16,16,35,19,50.0,T,4,Rain,327,0.0
1984,1984,2011-10-03,DTW,21,15,9,11,8,3,83,66,49,1023,1020,1018,16,16,16,26,12,35.0,T,6,Rain,329,0.0
1985,1985,2011-10-04,DTW,23,16,9,10,7,5,83,58,33,1025,1024,1023,16,16,14,19,6,24.0,0.00,2,,297,0.0
1986,1986,2011-10-05,DTW,25,17,9,11,8,7,86,60,33,1026,1025,1024,16,15,11,14,1,19.0,T,2,,103,0.0
1987,1987,2011-10-06,DTW,25,18,11,13,11,9,96,71,46,1028,1027,1026,16,10,3,14,2,21.0,0.00,1,,102,0.0
1988,1988,2011-10-07,DTW,26,19,11,14,12,10,96,68,39,1030,1028,1027,16,8,2,19,3,23.0,0.00,2,,140,0.0
1989,1989,2011-10-08,DTW,27,19,12,14,12,11,93,66,39,1030,1029,1027,16,10,4,16,4,27.0,0.00,1,,163,0.0
1990,1990,2011-10-09,DTW,27,19,12,14,12,10,93,66,39,1030,1028,1026,16,13,6,14,3,21.0,0.00,2,,134,0.0
1991,1991,2011-10-10,DTW,23,18,13,14,12,10,86,65,44,1026,1024,1021,16,13,6,14,4,21.0,0.00,6,,88,0.0
1992,1992,2011-10-11,DTW,26,19,12,14,11,9,93,66,38,1021,1019,1016,16,9,2,14,5,23.0,0.00,5,,76,0.0
1993,1993,2011-10-12,DTW,18,17,14,14,13,12,93,83,73,1016,1011,1007,16,8,1,24,6,40.0,0.76,8,Rain,59,0.0
1994,1994,2011-10-13,DTW,19,17,14,14,13,12,93,78,63,1007,1003,996,16,7,3,16,7,,2.29,8,Rain,142,0.0
1995,1995,2011-10-14,DTW,16,13,10,14,11,3,90,73,55,1001,996,993,16,12,2,37,23,58.0,1.78,7,Rain,223,0.0
1996,1996,2011-10-15,DTW,14,12,8,7,3,1,93,67,40,1010,1003,1000,16,16,10,58,28,74.0,2.29,6,Rain,238,0.0
1997,1997,2011-10-16,DTW,15,13,10,8,5,1,77,60,43,1011,1008,1004,16,16,16,34,19,42.0,T,6,Rain,216,0.0
1998,1998,2011-10-17,DTW,17,12,7,4,1,-2,70,50,30,1010,1007,1005,16,16,16,47,23,64.0,0.00,3,,222,0.0
1999,1999,2011-10-18,DTW,13,9,5,8,4,0,93,72,51,1010,1009,1008,16,15,6,16,8,19.0,2.29,8,Rain,208,0.0
2000,2000,2011-10-19,DTW,11,10,9,9,8,7,93,87,80,1008,999,987,16,8,2,40,27,56.0,30.23,8,Rain,11,0.0
2001,2001,2011-10-20,DTW,12,9,7,11,7,4,93,88,82,1005,990,985,16,10,2,42,17,56.0,3.56,8,Rain,254,0.0
2002,2002,2011-10-21,DTW,9,8,7,5,3,1,89,75,60,1019,1013,1005,16,16,14,29,17,39.0,T,8,,266,0.0
2003,2003,2011-10-22,DTW,16,9,2,4,2,1,92,66,39,1020,1019,1018,16,16,13,21,8,26.0,0.00,4,,213,0.0
2004,2004,2011-10-23,DTW,19,11,3,7,4,2,86,64,42,1018,1015,1013,16,15,11,34,12,42.0,0.00,3,,177,0.0
2005,2005,2011-10-24,DTW,17,12,7,9,6,-1,89,60,30,1020,1014,1010,16,16,8,40,19,56.0,4.83,4,Rain-Thunderstorm,236,0.0
2006,2006,2011-10-25,DTW,18,12,5,9,4,2,82,63,43,1021,1017,1010,16,16,13,27,9,34.0,0.76,6,Rain,155,0.0
2007,2007,2011-10-26,DTW,14,11,8,10,8,6,86,79,71,1011,1010,1007,16,11,3,26,13,34.0,3.30,8,Rain,336,0.0
2008,2008,2011-10-27,DTW,10,7,3,6,3,1,89,75,60,1020,1013,1010,16,15,6,29,11,37.0,1.27,7,Rain,344,0.0
2009,2009,2011-10-28,DTW,11,6,1,3,1,-1,96,73,50,1023,1021,1019,16,12,6,19,4,26.0,0.00,5,,140,0.0
2010,2010,2011-10-29,DTW,10,6,2,4,2,0,92,77,61,1020,1018,1017,16,14,6,19,6,26.0,0.25,6,Rain,163,0.0
2011,2011,2011-10-30,DTW,12,6,-1,4,1,-2,92,67,41,1024,1022,1020,16,13,5,27,10,45.0,0.25,5,Rain,167,0.0
2012,2012,2011-10-31,DTW,11,8,5,6,4,1,89,72,54,1022,1019,1017,16,16,11,26,10,29.0,0.25,8,Rain,158,0.0
2013,2013,2011-11-01,DTW,16,8,1,4,3,-1,93,66,39,1025,1023,1022,16,10,4,27,10,34.0,0.00,1,,162,0.0
2014,2014,2011-11-02,DTW,21,13,4,4,3,2,76,53,30,1023,1020,1016,16,16,16,37,16,47.0,0.00,5,,175,0.0
2015,2015,2011-11-03,DTW,13,9,6,7,4,2,86,73,59,1020,1017,1015,16,15,8,29,17,37.0,0.00,8,,16,1.0
2016,2016,2011-11-04,DTW,12,8,3,2,-1,-5,85,59,32,1028,1025,1021,16,16,16,23,10,32.0,0.00,4,,15,0.0
2017,2017,2011-11-05,DTW,12,7,2,1,-1,-4,85,59,32,1029,1027,1024,16,16,10,23,9,32.0,0.00,2,,88,0.0
2018,2018,2011-11-06,DTW,18,10,2,6,2,-2,82,63,43,1025,1023,1021,16,16,16,37,15,45.0,0.00,5,,169,0.0
2019,2019,2011-11-07,DTW,16,14,12,11,9,3,86,69,51,1024,1023,1022,16,11,2,26,13,32.0,0.76,8,Rain,198,0.0
2020,2020,2011-11-08,DTW,21,17,12,12,11,9,93,73,52,1023,1020,1015,16,7,2,26,11,34.0,0.76,8,Rain,123,0.0
2021,2021,2011-11-09,DTW,17,12,6,13,8,1,86,69,52,1015,1008,1002,16,14,3,69,26,85.0,8.38,7,Rain,170,0.0
2022,2022,2011-11-10,DTW,9,5,1,2,-1,-4,85,64,42,1014,1012,1011,16,15,3,42,21,53.0,T,6,Rain-Snow,224,1.0
2023,2023,2011-11-11,DTW,7,4,1,1,-2,-4,89,71,53,1015,1013,1011,16,16,16,32,17,40.0,0.00,7,,234,0.0
2024,2024,2011-11-12,DTW,16,8,1,3,1,-3,76,59,42,1012,1011,1009,16,16,16,37,19,45.0,0.00,5,,186,0.0
2025,2025,2011-11-13,DTW,18,15,11,12,6,1,67,57,46,1009,1003,1000,16,16,16,53,35,72.0,0.00,6,,182,0.0
2026,2026,2011-11-14,DTW,18,12,7,12,6,1,92,66,40,1006,1003,1000,16,11,2,47,11,60.0,14.73,7,Rain-Thunderstorm,256,0.0
2027,2027,2011-11-15,DTW,15,11,6,9,7,4,93,77,61,1011,1009,1006,16,11,3,34,11,39.0,0.00,5,,193,0.0
2028,2028,2011-11-16,DTW,10,6,2,7,1,-7,93,64,34,1018,1012,1009,16,13,5,32,17,40.0,0.00,6,,256,0.0
2029,2029,2011-11-17,DTW,5,2,-2,-4,-7,-9,85,63,40,1024,1019,1017,16,16,14,40,20,56.0,T,5,Snow,228,0.0
2030,2030,2011-11-18,DTW,10,3,-4,-6,-8,-11,74,49,23,1026,1023,1017,16,16,16,48,23,58.0,0.00,5,,184,0.0
2031,2031,2011-11-19,DTW,14,8,3,7,1,-6,71,57,43,1018,1015,1010,16,16,16,47,24,63.0,T,7,Rain,177,0.0
2032,2032,2011-11-20,DTW,16,10,4,9,3,-2,77,67,56,1027,1020,1011,16,16,13,53,20,63.0,T,7,,305,0.0
2033,2033,2011-11-21,DTW,9,6,2,-1,-1,-2,76,65,53,1029,1027,1025,16,16,14,16,8,23.0,0.00,4,,35,0.0
2034,2034,2011-11-22,DTW,6,3,1,3,2,-2,100,88,75,1026,1015,1006,16,7,3,39,20,50.0,40.13,8,Rain,30,0.0
2035,2035,2011-11-23,DTW,12,8,3,3,1,-2,92,67,41,1023,1016,1008,16,14,4,32,15,40.0,7.11,5,Rain,298,0.0
2036,2036,2011-11-24,DTW,7,4,1,4,2,-1,96,86,76,1024,1023,1020,13,5,0,34,20,42.0,0.00,6,Fog,208,0.0
2037,2037,2011-11-25,DTW,16,11,5,5,4,3,86,66,46,1020,1017,1015,16,13,8,45,23,52.0,0.00,5,,194,0.0
2038,2038,2011-11-26,DTW,18,13,8,9,6,3,76,66,56,1017,1015,1011,16,16,14,37,19,47.0,T,8,Rain,170,0.0
2039,2039,2011-11-27,DTW,15,9,4,13,8,1,93,80,67,1017,1010,1007,16,12,2,32,19,37.0,21.08,8,Rain,256,0.0
2040,2040,2011-11-28,DTW,6,4,2,3,1,-2,92,81,70,1020,1017,1013,16,14,4,26,15,32.0,10.16,8,Rain-Snow,3,0.0
2041,2041,2011-11-29,DTW,6,4,2,5,3,1,100,93,85,1012,1006,1001,14,5,2,52,29,64.0,48.51,8,Rain-Snow,359,0.0
2042,2042,2011-11-30,DTW,5,2,-1,0,-3,-6,92,70,48,1021,1010,1003,16,11,1,29,19,42.0,0.76,6,Snow,289,0.0
2043,2043,2011-12-01,DTW,6,2,-3,-2,-3,-8,92,68,43,1031,1025,1022,16,12,3,24,13,27.0,0.00,6,Snow,199,0.0
2044,2044,2011-12-02,DTW,4,2,-1,0,-2,-3,96,78,59,1034,1029,1024,16,12,2,24,8,34.0,2.29,6,Snow,270,0.0
2045,2045,2011-12-03,DTW,9,4,-2,3,1,-3,89,75,61,1033,1028,1022,16,14,6,26,12,35.0,T,7,,150,0.0
2046,2046,2011-12-04,DTW,11,8,6,9,6,0,93,74,54,1022,1019,1017,16,13,5,39,22,50.0,7.37,8,Rain,196,0.0
2047,2047,2011-12-05,DTW,8,4,1,6,2,-1,96,91,85,1025,1023,1022,16,7,2,26,15,34.0,15.75,8,Rain-Snow,342,0.0
2048,2048,2011-12-06,DTW,3,2,0,-1,-2,-2,89,83,76,1023,1022,1019,16,16,13,21,12,34.0,T,8,Snow,328,0.0
2049,2049,2011-12-07,DTW,3,1,-2,-2,-4,-8,85,68,51,1019,1016,1013,16,15,8,26,12,34.0,T,6,Snow,273,0.0
2050,2050,2011-12-08,DTW,3,0,-3,-3,-4,-7,85,73,61,1023,1021,1016,16,14,11,29,17,37.0,0.00,7,,214,0.0
2051,2051,2011-12-09,DTW,1,-3,-6,-2,-4,-10,92,77,62,1028,1023,1021,16,8,1,26,13,37.0,1.27,7,Snow,222,1.0
2052,2052,2011-12-10,DTW,-1,-4,-8,-9,-11,-14,80,63,46,1033,1031,1028,16,15,10,27,14,35.0,0.00,0,,222,0.0
2053,2053,2011-12-11,DTW,2,-2,-7,-6,-8,-12,75,64,52,1034,1033,1031,16,16,16,27,15,35.0,0.00,1,,186,0.0
2054,2054,2011-12-12,DTW,6,1,-6,-5,-7,-9,81,60,39,1032,1031,1030,16,16,11,19,8,23.0,0.00,1,,186,0.0
2055,2055,2011-12-13,DTW,6,1,-4,1,-3,-7,84,69,53,1032,1030,1028,14,10,6,14,4,19.0,0.25,8,,174,0.0
2056,2056,2011-12-14,DTW,13,8,3,11,4,1,100,93,85,1028,1020,1010,8,4,1,48,17,53.0,14.22,8,Rain,158,0.0
2057,2057,2011-12-15,DTW,14,8,3,13,8,-4,100,80,59,1017,1007,1003,16,11,3,52,34,74.0,7.87,8,Rain,220,0.0
2058,2058,2011-12-16,DTW,3,1,-1,-6,-6,-8,69,60,51,1026,1025,1019,16,16,16,48,17,64.0,0.00,8,,280,0.0
2059,2059,2011-12-17,DTW,-1,-1,-2,-2,-4,-7,85,74,63,1026,1024,1021,16,9,2,21,7,24.0,0.76,8,Snow,234,0.0
2060,2060,2011-12-18,DTW,3,1,-1,-2,-3,-4,85,75,64,1023,1021,1015,16,11,8,27,15,34.0,T,7,Snow,206,0.0
2061,2061,2011-12-19,DTW,12,7,2,3,1,-4,76,68,59,1022,1015,1012,16,15,6,35,23,42.0,T,7,Rain,264,0.0
2062,2062,2011-12-20,DTW,3,2,1,2,-3,-6,92,77,61,1023,1019,1012,16,15,6,26,8,32.0,T,8,Rain,51,0.0
2063,2063,2011-12-21,DTW,9,7,3,7,4,2,100,88,76,1013,1006,1001,16,6,0,32,10,39.0,2.54,8,Fog-Rain,292,0.0
2064,2064,2011-12-22,DTW,6,4,2,4,2,0,92,80,67,1019,1017,1013,16,13,6,19,10,23.0,1.27,8,Rain,262,0.0
2065,2065,2011-12-23,DTW,2,-1,-4,1,-7,-11,92,69,45,1028,1024,1019,16,14,3,32,13,37.0,0.25,7,Snow,326,0.0
2066,2066,2011-12-24,DTW,3,-1,-4,-3,-4,-5,92,78,64,1029,1026,1022,16,13,4,27,11,34.0,0.25,6,Snow,168,0.0
2067,2067,2011-12-25,DTW,8,4,0,-2,-3,-3,78,64,49,1023,1018,1013,16,16,14,42,23,56.0,0.00,6,,243,0.0
2068,2068,2011-12-26,DTW,7,3,-1,-2,-3,-5,78,64,49,1027,1022,1014,16,16,16,39,15,47.0,0.00,5,,206,0.0
2069,2069,2011-12-27,DTW,2,1,-1,1,-1,-4,96,86,75,1013,1002,996,16,6,1,47,14,63.0,7.11,8,Rain-Snow,243,0.0
2070,2070,2011-12-28,DTW,-1,-3,-5,-6,-10,-13,78,60,42,1017,1014,1006,16,16,16,47,16,61.0,0.00,6,,288,0.0
2071,2071,2011-12-29,DTW,4,0,-4,2,-1,-8,89,79,68,1015,1007,1002,16,9,2,19,10,35.0,1.02,8,Rain-Snow,147,0.0
2072,2072,2011-12-30,DTW,8,4,1,7,3,0,96,91,85,1009,1004,1000,16,9,2,24,11,29.0,8.38,8,Rain,147,0.0
2073,2073,2011-12-31,DTW,7,5,3,5,2,1,92,86,79,1017,1012,1003,16,11,6,29,14,40.0,0.25,8,Rain,237,0.0
2074,2074,2011-09-01,PHL,28,23,17,17,15,12,93,68,42,1022,1021,1019,16,16,14,16,4,26.0,0.00,4,,191,0.0
2075,2075,2011-09-02,PHL,25,22,18,17,16,14,87,71,54,1021,1019,1018,16,16,16,16,7,19.0,0.00,5,,149,0.0
2076,2076,2011-09-03,PHL,28,24,19,19,17,14,81,68,55,1018,1015,1013,16,16,16,23,11,29.0,0.00,4,,218,0.0
2077,2077,2011-09-04,PHL,31,26,21,21,19,17,84,71,57,1014,1012,1010,16,16,16,23,11,39.0,0.00,5,,192,0.0
2078,2078,2011-09-05,PHL,29,24,19,22,20,18,87,73,59,1011,1009,1008,16,16,11,34,12,39.0,2.03,7,Rain,179,0.0
2079,2079,2011-09-06,PHL,19,18,16,18,15,14,97,88,78,1017,1015,1009,16,9,1,34,21,45.0,55.12,8,Rain,35,0.0
2080,2080,2011-09-07,PHL,29,24,19,24,20,17,94,78,61,1016,1015,1014,16,10,1,32,14,42.0,11.94,7,Rain,81,0.0
2081,2081,2011-09-08,PHL,24,22,21,23,21,18,93,90,87,1016,1014,1011,16,11,1,34,13,42.0,92.71,8,Rain-Thunderstorm,87,0.0
2082,2082,2011-09-09,PHL,29,25,21,21,20,19,97,80,62,1013,1011,1009,16,14,3,19,9,27.0,0.00,7,,222,0.0
2083,2083,2011-09-10,PHL,29,25,21,22,20,17,93,72,51,1016,1012,1011,16,14,8,24,9,32.0,0.00,6,,258,0.0
2084,2084,2011-09-11,PHL,27,23,18,19,18,16,87,77,67,1020,1017,1016,16,15,5,27,10,37.0,11.68,7,Rain-Thunderstorm,63,0.0
2085,2085,2011-09-12,PHL,28,23,18,18,17,15,93,70,46,1018,1017,1014,16,11,4,16,8,24.0,0.51,4,Rain-Thunderstorm,209,0.0
2086,2086,2011-09-13,PHL,29,24,18,19,17,14,93,68,43,1016,1014,1013,16,14,8,24,11,29.0,0.00,0,,222,0.0
2087,2087,2011-09-14,PHL,31,26,21,20,18,17,90,68,45,1015,1013,1012,16,13,6,23,11,27.0,0.00,2,,215,0.0
2088,2088,2011-09-15,PHL,25,18,12,20,16,6,90,76,61,1022,1014,1011,16,13,3,47,16,60.0,4.57,6,Rain,336,0.0
2089,2089,2011-09-16,PHL,19,14,10,9,5,4,71,56,40,1028,1026,1022,16,16,16,23,9,35.0,0.00,4,,316,0.0
2090,2090,2011-09-17,PHL,21,16,12,10,8,6,72,61,49,1030,1029,1028,16,16,16,24,13,40.0,0.00,6,,49,0.0
2091,2091,2011-09-18,PHL,21,17,12,11,9,7,77,64,51,1029,1028,1027,16,16,16,27,16,37.0,0.00,5,,52,0.0
2092,2092,2011-09-19,PHL,22,17,12,12,10,8,83,64,44,1027,1024,1022,16,16,16,19,8,26.0,0.00,4,,90,0.0
2093,2093,2011-09-20,PHL,21,18,16,17,16,12,93,83,73,1022,1021,1019,16,15,8,26,9,32.0,0.76,7,Rain,208,0.0
2094,2094,2011-09-21,PHL,26,21,16,19,17,15,100,82,64,1024,1022,1021,16,10,1,16,6,23.0,0.76,6,Fog-Rain,90,0.0
2095,2095,2011-09-22,PHL,27,24,21,21,20,19,97,82,67,1020,1020,1019,16,11,1,21,7,34.0,0.25,8,Rain,200,0.0
2096,2096,2011-09-23,PHL,24,23,21,22,21,19,100,94,87,1020,1017,1012,16,8,1,34,9,35.0,59.69,8,Fog-Rain,132,0.0
2097,2097,2011-09-24,PHL,24,22,20,21,19,18,97,88,79,1019,1016,1013,16,15,8,19,3,21.0,T,7,Rain,222,0.0
2098,2098,2011-09-25,PHL,28,24,20,21,19,19,97,80,62,1020,1018,1016,16,12,6,13,4,21.0,T,7,,167,0.0
2099,2099,2011-09-26,PHL,27,23,19,21,19,18,97,80,62,1017,1016,1014,16,8,0,19,5,37.0,0.00,6,Fog,208,0.0
2100,2100,2011-09-27,PHL,29,24,20,21,20,19,97,80,63,1015,1014,1012,16,9,1,24,8,32.0,4.83,7,Fog-Rain,126,0.0
2101,2101,2011-09-28,PHL,26,24,21,22,21,20,97,86,74,1014,1012,1010,16,13,3,27,12,39.0,11.18,8,Rain,112,0.0
2102,2102,2011-09-29,PHL,26,22,17,21,18,11,93,70,46,1009,1007,1004,16,15,11,39,17,50.0,1.02,5,Rain,197,0.0
2103,2103,2011-09-30,PHL,26,21,15,15,12,7,84,62,40,1008,1006,1004,16,16,11,27,12,37.0,3.81,4,Rain,252,0.0
2104,2104,2011-10-01,PHL,19,16,12,13,11,9,89,74,58,1008,1006,1003,16,16,8,27,15,34.0,2.79,7,Rain,319,0.0
2105,2105,2011-10-02,PHL,13,12,9,10,8,6,89,78,66,1014,1009,1006,16,15,5,27,14,32.0,11.68,7,Rain,238,0.0
2106,2106,2011-10-03,PHL,13,12,9,7,6,4,86,71,55,1019,1016,1013,16,16,16,19,10,26.0,T,7,Rain,228,0.0
2107,2107,2011-10-04,PHL,19,14,9,11,8,6,86,69,52,1019,1018,1017,16,16,11,29,15,42.0,0.25,4,Rain,306,0.0
2108,2108,2011-10-05,PHL,23,18,12,10,8,4,89,62,35,1026,1021,1019,16,16,16,32,16,40.0,0.00,0,,304,0.0
2109,2109,2011-10-06,PHL,21,14,8,7,3,-1,71,49,26,1030,1028,1026,16,16,16,21,10,32.0,0.00,0,,301,0.0
2110,2110,2011-10-07,PHL,21,15,9,9,5,2,72,50,28,1033,1031,1028,16,16,16,11,5,14.0,0.00,1,,88,0.0
2111,2111,2011-10-08,PHL,24,18,11,11,9,7,83,59,35,1035,1032,1030,16,16,16,16,8,19.0,0.00,0,,234,1.0
2112,2112,2011-10-09,PHL,29,21,12,14,12,9,86,58,29,1031,1029,1027,16,16,16,16,5,23.0,0.00,1,,234,0.0
2113,2113,2011-10-10,PHL,27,21,13,16,13,11,93,66,39,1026,1024,1021,16,16,16,16,5,24.0,0.00,6,,286,0.0
2114,2114,2011-10-11,PHL,23,20,17,14,13,11,78,62,46,1022,1021,1020,16,16,16,21,12,29.0,0.00,8,,62,0.0
2115,2115,2011-10-12,PHL,17,16,15,15,13,12,97,85,72,1021,1016,1012,16,13,3,34,18,42.0,6.60,8,Rain,59,0.0
2116,2116,2011-10-13,PHL,22,19,16,19,17,14,97,92,87,1011,1007,1003,16,10,3,23,13,27.0,0.76,8,Rain,70,0.0
2117,2117,2011-10-14,PHL,24,19,14,19,16,6,93,72,51,1003,999,995,16,14,1,48,20,63.0,6.60,6,Rain,198,1.0
2118,2118,2011-10-15,PHL,21,17,13,7,4,1,66,47,27,1011,1006,1004,16,16,16,56,29,69.0,0.00,1,,240,0.0
2119,2119,2011-10-16,PHL,21,17,12,8,4,2,59,46,32,1015,1011,1005,16,16,16,42,21,58.0,0.00,4,,226,0.0
2120,2120,2011-10-17,PHL,21,17,13,9,6,0,77,51,25,1011,1008,1005,16,16,16,39,16,45.0,0.00,4,,249,0.0
2121,2121,2011-10-18,PHL,23,17,10,13,8,0,93,59,25,1012,1011,1010,16,15,11,14,5,21.0,0.00,5,,98,0.0
2122,2122,2011-10-19,PHL,22,19,16,21,16,12,100,89,78,1009,1001,992,16,9,2,42,19,52.0,23.62,8,Rain,61,0.0
2123,2123,2011-10-20,PHL,22,18,13,21,12,4,93,70,46,1007,998,992,16,14,11,47,29,60.0,T,5,Rain,198,0.0
2124,2124,2011-10-21,PHL,15,12,8,6,4,3,71,59,47,1019,1014,1008,16,16,16,35,23,45.0,0.00,3,,263,0.0
2125,2125,2011-10-22,PHL,15,11,6,5,4,3,83,65,47,1021,1020,1019,16,16,16,24,12,34.0,0.00,3,,292,0.0
2126,2126,2011-10-23,PHL,17,11,6,6,4,3,83,63,42,1022,1021,1019,16,16,16,19,5,24.0,0.00,3,,221,0.0
2127,2127,2011-10-24,PHL,19,13,7,12,8,6,93,73,52,1021,1018,1015,16,15,10,24,9,37.0,0.25,5,Rain,214,0.0
2128,2128,2011-10-25,PHL,18,13,8,9,4,-1,93,61,28,1021,1019,1017,16,16,13,35,16,50.0,0.00,1,,269,0.0
2129,2129,2011-10-26,PHL,19,14,10,11,8,6,80,66,52,1018,1012,1008,16,16,16,26,9,32.0,0.00,7,,221,0.0
2130,2130,2011-10-27,PHL,18,12,6,14,9,1,93,82,70,1016,1007,1001,16,14,8,37,16,50.0,4.32,8,Rain,303,0.0
2131,2131,2011-10-28,PHL,11,7,3,1,-2,-5,70,53,35,1025,1023,1017,16,16,16,26,12,34.0,0.00,5,Rain,42,0.0
2132,2132,2011-10-29,PHL,7,4,1,3,1,-1,92,75,58,1023,1015,1010,16,11,2,40,26,56.0,37.34,8,Rain-Snow,17,0.0
2133,2133,2011-10-30,PHL,10,6,1,0,-2,-3,82,62,42,1029,1023,1016,16,16,16,37,15,45.0,0.00,1,,313,0.0
2134,2134,2011-10-31,PHL,13,7,-1,4,1,-2,89,62,35,1030,1028,1026,16,13,1,16,5,23.0,0.00,5,Fog,112,0.0
2135,2135,2011-11-01,PHL,15,11,6,4,2,-2,76,54,31,1028,1026,1025,16,16,16,26,11,34.0,0.00,3,,27,0.0
2136,2136,2011-11-02,PHL,16,12,7,4,2,1,92,66,39,1031,1028,1025,16,16,16,14,3,23.0,0.00,1,,225,0.0
2137,2137,2011-11-03,PHL,17,11,5,7,6,4,93,70,46,1025,1020,1014,16,16,11,26,9,34.0,0.00,5,,213,0.0
2138,2138,2011-11-04,PHL,14,10,6,6,1,-6,86,56,25,1024,1017,1013,16,16,13,37,21,45.0,0.00,5,,6,0.0
2139,2139,2011-11-05,PHL,12,7,2,-2,-4,-5,64,47,29,1033,1030,1025,16,16,16,40,13,52.0,0.00,0,,53,0.0
2140,2140,2011-11-06,PHL,13,8,2,3,1,-3,76,62,47,1035,1032,1030,16,16,16,24,6,34.0,0.00,2,,232,0.0
2141,2141,2011-11-07,PHL,16,9,3,8,6,2,100,78,55,1030,1028,1026,16,9,0,14,7,26.0,0.00,4,Fog,229,0.0
2142,2142,2011-11-08,PHL,22,14,6,7,7,5,93,64,34,1026,1024,1023,16,16,16,14,4,21.0,0.00,0,,244,0.0
2143,2143,2011-11-09,PHL,19,12,5,12,8,4,93,72,51,1023,1021,1016,16,12,0,21,4,26.0,0.00,2,Fog,169,0.0
2144,2144,2011-11-10,PHL,17,12,7,13,9,1,100,83,65,1016,1011,1007,16,8,0,40,11,53.0,1.27,8,Fog-Rain,330,0.0
2145,2145,2011-11-11,PHL,9,6,3,0,-3,-6,62,48,34,1019,1011,1006,16,16,16,42,25,56.0,0.00,3,,283,0.0
2146,2146,2011-11-12,PHL,16,9,2,2,-1,-4,70,51,32,1021,1020,1018,16,16,16,34,14,45.0,0.00,2,,215,0.0
2147,2147,2011-11-13,PHL,17,11,5,2,1,-1,79,56,32,1021,1018,1015,16,16,16,32,16,40.0,0.00,5,,202,0.0
2148,2148,2011-11-14,PHL,22,17,12,11,8,3,67,55,43,1015,1012,1008,16,16,16,35,19,47.0,0.00,5,,210,0.0
2149,2149,2011-11-15,PHL,19,17,13,12,11,9,80,66,52,1015,1012,1008,16,16,16,29,10,37.0,T,8,,241,0.0
2150,2150,2011-11-16,PHL,16,14,12,13,12,10,93,90,86,1015,1010,1006,16,9,3,24,7,39.0,18.80,8,Rain,37,0.0
2151,2151,2011-11-17,PHL,12,8,4,9,-1,-7,89,63,37,1021,1014,1010,16,16,14,34,21,45.0,T,6,Rain,320,0.0
2152,2152,2011-11-18,PHL,8,5,2,-4,-7,-9,64,49,33,1032,1029,1022,16,16,16,32,14,40.0,0.00,1,,261,0.0
2153,2153,2011-11-19,PHL,12,7,1,4,-2,-6,76,53,30,1032,1029,1025,16,16,16,29,11,37.0,0.00,5,,205,0.0
2154,2154,2011-11-20,PHL,18,14,9,11,8,6,86,71,56,1024,1022,1021,16,15,10,32,17,37.0,1.02,7,Rain,222,0.0
2155,2155,2011-11-21,PHL,13,12,9,12,9,5,100,81,61,1026,1023,1021,16,13,6,23,8,32.0,0.76,8,Rain,46,0.0
2156,2156,2011-11-22,PHL,12,10,8,11,9,7,96,91,86,1027,1023,1012,13,6,2,24,14,32.0,42.16,8,Rain,68,0.0
2157,2157,2011-11-23,PHL,17,11,6,14,11,-1,93,79,65,1017,1005,1001,16,11,2,45,18,60.0,19.56,8,Fog-Rain,277,0.0
2158,2158,2011-11-24,PHL,14,8,2,3,1,-2,82,61,40,1024,1022,1019,16,16,16,24,9,32.0,0.00,1,,276,0.0
2159,2159,2011-11-25,PHL,18,11,4,4,2,1,85,61,36,1025,1023,1021,16,16,16,21,11,26.0,0.00,2,,231,0.0
2160,2160,2011-11-26,PHL,18,11,4,6,4,2,93,64,34,1025,1023,1022,16,16,11,14,6,23.0,0.00,6,,234,0.0
